text,label
Big decision ahead. Is meal replacement shakes a good option for busy days?,health
Should I buy a fixer-upper in a great neighborhood or a move-in ready home in an okay area? Feeling so lost.,finance
Should I stop celebrating birthdays with gifts and just spend time together? Please help me decide.,lifestyle
Should I use a robo-advisor or manage my investments myself? Am I overthinking this?,finance
Not sure what to do. Should I stop celebrating birthdays with gifts and just spend time together?,lifestyle
Not sure what to do. Should I sell my investments to pay off credit card debt?,finance
I've been thinking a lot about this. Should I track my macros or just eat intuitively?,health
Here's my situation. Should I be a stay-at-home parent or keep my career?,family
Big decision ahead. Should I use my entire savings for a down payment or keep an emergency fund?,finance
Big decision ahead. I'm good at {subject1} and {subject2}. Which should I pursue as a career?,education
Should I hire an international moving company or do it myself? I really need some perspective.,relocation
I'm considering selling everything and living in a tiny house. Am I crazy? Any advice?,lifestyle
"I got into a top MD program but have to take on $5,000 in loans. Should I go? What would you do?",education
Should we get genetic testing before trying to conceive? Has anyone been through this?,family
My partner said they want to 'take a break.' What does that even mean? Please help me decide.,relationship
Big decision ahead. I want to start a tech startup but everyone says most businesses fail. Should I even try?,career
I have pets. How do I make an international move less traumatic for them?,relocation
Not sure what to do. Is it better to focus on one habit at a time or change multiple at once?,lifestyle
I'm tired of winter and want to move somewhere warm. Am I being impulsive? Feeling so lost.,relocation
"I've been thinking a lot about this. Is it worth waking up early on weekends too, or should I sleep in?",lifestyle
I got recruited by a competitor with a much better package. Should I tell my boss? What would you do?,career
Not sure what to do. We want to move to a better school district but can't afford the houses there. Options?,relocation
